2012-07-01 00:00:00,9LX7Q6DDB,32,10
2012-07-01 00:00:00,9BHLQB4WU,84,20
2012-07-01 00:00:00,5S951U9V0,46,10
2012-07-01 00:00:00,5L3ZCJ0EP,46,20
2012-07-01 00:00:00,NRCCFDD9L,47,10
2012-07-01 00:00:00,D0PTONR94,11,30
2012-07-01 00:00:00,0EBAZVBOO,81,20
2012-07-01 00:00:00,ZEWOL0YAU,15,30
2012-07-01 00:00:00,AIF9QNWQX,110,30
2012-07-01 00:00:00,UVFH0MZ0T,30,10
2012-07-01 00:00:00,YH0SCCG3K,4,10
2012-07-01 00:00:00,33JQGNI58,102,10
2012-07-01 00:00:00,UQZUUNI2G,92,10
2012-07-01 00:00:00,6MTCLA41E,48,20
2012-07-01 00:00:00,122GB3BLB,88,10
2012-07-01 00:00:00,THWAIW5AT,118,10
2012-07-01 00:00:00,3JC2G3SSU,2,10
2012-07-01 00:00:00,9E7S3E2C8,119,30
2012-07-01 00:00:00,PI0RKXMW7,52,20
2012-07-01 00:00:00,WKKO96Z2I,62,10
2012-07-01 00:01:00,9LX7Q6DDB,29,20
2012-07-01 00:01:00,9BHLQB4WU,11,10
2012-07-01 00:01:00,5S951U9V0,73,10
2012-07-01 00:01:00,5L3ZCJ0EP,43,20
2012-07-01 00:01:00,NRCCFDD9L,13,20
2012-07-01 00:01:00,D0PTONR94,18,20
2012-07-01 00:01:00,0EBAZVBOO,110,10
2012-07-01 00:01:00,ZEWOL0YAU,60,10
2012-07-01 00:01:00,AIF9QNWQX,30,20
2012-07-01 00:01:00,UVFH0MZ0T,30,30
2012-07-01 00:01:00,YH0SCCG3K,69,20
2012-07-01 00:01:00,33JQGNI58,78,20
2012-07-01 00:01:00,UQZUUNI2G,38,30
2012-07-01 00:01:00,6MTCLA41E,82,20
2012-07-01 00:01:00,122GB3BLB,94,10
2012-07-01 00:01:00,THWAIW5AT,102,10
2012-07-01 00:01:00,3JC2G3SSU,4,20
2012-07-01 00:01:00,9E7S3E2C8,93,20
2012-07-01 00:01:00,PI0RKXMW7,108,20
2012-07-01 00:01:00,WKKO96Z2I,10,10
2012-07-01 00:02:00,9LX7Q6DDB,55,30
2012-07-01 00:02:00,9BHLQB4WU,66,10
2012-07-01 00:02:00,5S951U9V0,95,10
2012-07-01 00:02:00,5L3ZCJ0EP,54,10
2012-07-01 00:02:00,NRCCFDD9L,54,30
2012-07-01 00:02:00,D0PTONR94,114,30
2012-07-01 00:02:00,0EBAZVBOO,53,20
2012-07-01 00:02:00,ZEWOL0YAU,41,20
2012-07-01 00:02:00,AIF9QNWQX,100,10
2012-07-01 00:02:00,UVFH0MZ0T,53,10
2012-07-01 00:02:00,YH0SCCG3K,110,30
2012-07-01 00:02:00,33JQGNI58,101,20
2012-07-01 00:02:00,UQZUUNI2G,78,20
2012-07-01 00:02:00,6MTCLA41E,86,30
2012-07-01 00:02:00,122GB3BLB,41,10
2012-07-01 00:02:00,THWAIW5AT,7,30
2012-07-01 00:02:00,3JC2G3SSU,34,20
2012-07-01 00:02:00,9E7S3E2C8,60,30
2012-07-01 00:02:00,PI0RKXMW7,50,20
2012-07-01 00:02:00,WKKO96Z2I,87,20
2012-07-01 00:03:00,9LX7Q6DDB,77,20
2012-07-01 00:03:00,9BHLQB4WU,99,10
2012-07-01 00:03:00,5S951U9V0,63,30
2012-07-01 00:03:00,5L3ZCJ0EP,26,30
2012-07-01 00:03:00,NRCCFDD9L,87,30
2012-07-01 00:03:00,D0PTONR94,54,10
2012-07-01 00:03:00,0EBAZVBOO,7,20
2012-07-01 00:03:00,ZEWOL0YAU,89,30
2012-07-01 00:03:00,AIF9QNWQX,95,10
2012-07-01 00:03:00,UVFH0MZ0T,88,10
2012-07-01 00:03:00,YH0SCCG3K,57,30
2012-07-01 00:03:00,33JQGNI58,52,30
2012-07-01 00:03:00,UQZUUNI2G,109,30
2012-07-01 00:03:00,6MTCLA41E,90,20
2012-07-01 00:03:00,122GB3BLB,65,20
2012-07-01 00:03:00,THWAIW5AT,57,30
2012-07-01 00:03:00,3JC2G3SSU,103,10
2012-07-01 00:03:00,9E7S3E2C8,42,20
2012-07-01 00:03:00,PI0RKXMW7,65,20
2012-07-01 00:03:00,WKKO96Z2I,97,30
2012-07-01 00:04:00,9LX7Q6DDB,102,30
2012-07-01 00:04:00,9BHLQB4WU,88,10
2012-07-01 00:04:00,5S951U9V0,42,20
2012-07-01 00:04:00,5L3ZCJ0EP,117,20
2012-07-01 00:04:00,NRCCFDD9L,25,20
2012-07-01 00:04:00,D0PTONR94,83,20
2012-07-01 00:04:00,0EBAZVBOO,14,20
2012-07-01 00:04:00,ZEWOL0YAU,101,30
2012-07-01 00:04:00,AIF9QNWQX,116,10
2012-07-01 00:04:00,UVFH0MZ0T,118,30
2012-07-01 00:04:00,YH0SCCG3K,56,10
2012-07-01 00:04:00,33JQGNI58,52,10
