"dt","day_type","idx"
"2020-11-05","Weekday",1.13649995
"2020-11-06","Weekday",1.12744826
"2020-11-07","Weekend / Holiday",1.158607
"2020-11-08","Weekend / Holiday",1.260738
"2020-11-09","Weekday",1.07201364
"2020-11-10","Weekday",1.28964855
"2020-11-11","Weekday",1.2397798
"2020-11-12","Weekday",0.86730991
"2020-11-13","Weekday",0.93680019
"2020-11-14","Weekend / Holiday",0.804726
"2020-11-15","Weekend / Holiday",0.6692279907194377
"2020-11-16","Weekday",0.74648926
"2020-11-17","Weekday",0.70741511
"2020-11-18","Weekday",0.69898185
"2020-11-19","Weekday",0.99937536
"2020-11-20","Weekday",0.98610704
"2020-11-21","Weekend / Holiday",0.7925665
"2020-11-22","Weekend / Holiday",0.16799230064481477
"2020-11-23","Weekday",0.71005774
"2020-11-24","Weekday",0.5974247245859069
"2020-11-25","Weekday",0.4847917091718138
"2020-11-26","Weekday",0.83257984
"2020-11-27","Weekday",0.81120101
"2020-11-28","Weekend / Holiday",0.7836545
"2020-11-29","Weekend / Holiday",0.827863
"2020-11-30","Weekday",0.07510335535073533
"2020-12-01","Weekday",0.33933887618016156
"2020-12-02","Weekday",0.69943205
"2020-12-03","Weekday",0.73355876
"2020-12-04","Weekday",0.42073994206928855
"2020-12-05","Weekend / Holiday",0.5693625
"2020-12-06","Weekend / Holiday",0.5232055
"2020-12-07","Weekday",0.56967209
"2020-12-08","Weekday",0.62364509
"2020-12-09","Weekday",0.4142824941812174
"2020-12-10","Weekday",0.769316
"2020-12-11","Weekday",0.79326654
"2020-12-12","Weekend / Holiday",0.4310772194071366
"2020-12-13","Weekend / Holiday",0.7246885
"2020-12-14","Weekday",0.61273811
"2020-12-15","Weekday",0.46397505
"2020-12-16","Weekday",0.39797059
"2020-12-17","Weekday",0.39797059
"2020-12-18","Weekday",0.53830039
"2020-12-19","Weekend / Holiday",0.4656046563604825
"2020-12-20","Weekend / Holiday",0.5734231096552376
"2020-12-21","Weekday",0.66721716
"2020-12-22","Weekday",0.67143379
"2020-12-23","Weekday",0.6732892123009118
"2020-12-24","Weekday",0.35696520515847413
"2020-12-25","Weekend / Holiday",0.3227642286973922
"2020-12-26","Weekend / Holiday",0.3930715
"2020-12-27","Weekend / Holiday",0.5702898775107246
"2020-12-28","Weekend / Holiday",0.4555203289657128
"2020-12-29","Weekday",0.51260694
"2020-12-30","Weekday",0.40469154770670007
"2020-12-31","Weekday",0.60975834
"2021-01-01","Weekend / Holiday",0.28110255459022315
"2021-01-02","Weekend / Holiday",0.17418319874474417
"2021-01-03","Weekend / Holiday",0.4319691563604825
"2021-01-04","Weekday",0.56731075
"2021-01-05","Weekday",0.466339303672487
"2021-01-06","Weekday",0.6099831
"2021-01-07","Weekday",0.56084516
"2021-01-08","Weekday",0.48949959
"2021-01-09","Weekend / Holiday",0.6520405
"2021-01-10","Weekend / Holiday",0.5636235
"2021-01-11","Weekday",0.57422586
"2021-01-12","Weekday",0.53526409
"2021-01-13","Weekday",0.66367481
"2021-01-14","Weekday",0.71106984
"2021-01-15","Weekday",0.5374259651223328
"2021-01-16","Weekend / Holiday",0.7017325
"2021-01-17","Weekend / Holiday",0.711837
"2021-01-18","Weekday",0.592554
"2021-01-19","Weekday",0.62679309
"2021-01-20","Weekday",0.52913564
"2021-01-21","Weekday",0.6850951
"2021-01-22","Weekday",0.64377199
"2021-01-23","Weekend / Holiday",0.333339
"2021-01-24","Weekend / Holiday",0.437887
"2021-01-25","Weekday",0.60801475
"2021-01-26","Weekday",0.39925832954018964
"2021-01-27","Weekday",0.47921036
"2021-01-28","Weekday",0.32274485
"2021-01-29","Weekday",0.343828
"2021-01-30","Weekend / Holiday",0.4025905
"2021-01-31","Weekend / Holiday",0.397682
"2021-02-01","Weekday",0.49939379
"2021-02-02","Weekday",0.58462611
"2021-02-03","Weekday",0.63809306
"2021-02-04","Weekday",0.5737220436724869
"2021-02-05","Weekday",0.5196804668482511
"2021-02-06","Weekend / Holiday",0.3405155
"2021-02-07","Weekend / Holiday",0.315217
"2021-02-08","Weekday",0.315217
"2021-02-09","Weekday",0.44435216
"2021-02-10","Weekday",0.44435216
"2021-02-11","Weekday",0.51940831
"2021-02-12","Weekday",0.3377554
"2021-02-13","Weekend / Holiday",0.1420071096552376
"2021-02-14","Weekend / Holiday",0.384937
"2021-02-15","Weekend / Holiday",0.28124373839427685
"2021-02-16","Weekday",0.22436028050873041
"2021-02-17","Weekday",0.50074235
"2021-02-18","Weekday",0.4453356070219619
"2021-02-19","Weekday",0.4287922405329428
"2021-02-20","Weekend / Holiday",0.525463
"2021-02-21","Weekend / Holiday",0.5654125
"2021-02-22","Weekday",0.4707058659414785
"2021-02-23","Weekday",0.81609056
"2021-02-24","Weekday",0.90975614
"2021-02-25","Weekday",0.72872166
"2021-02-26","Weekday",0.72821561
"2021-02-27","Weekend / Holiday",0.5862605059899377
"2021-02-28","Weekend / Holiday",0.7218481563604825
"2021-03-01","Weekday",0.88861646
"2021-03-02","Weekday",0.70460221
"2021-03-03","Weekday",0.95597016
"2021-03-04","Weekday",0.73237571
"2021-03-05","Weekday",0.74986066
"2021-03-06","Weekend / Holiday",0.6029025
"2021-03-07","Weekend / Holiday",0.58576
"2021-03-08","Weekday",0.91385971
"2021-03-09","Weekday",1.01410326
"2021-03-10","Weekday",1.07476661
"2021-03-11","Weekday",1.06623536
"2021-03-12","Weekday",1.13492391
"2021-03-13","Weekend / Holiday",0.886627
"2021-03-14","Weekend / Holiday",0.8083145
"2021-03-15","Weekday",0.66563976
"2021-03-16","Weekday",0.81985631
"2021-03-17","Weekday",0.93089446
"2021-03-18","Weekday",0.99875421
"2021-03-19","Weekday",0.79674896
"2021-03-20","Weekend / Holiday",1.0806355
"2021-03-21","Weekend / Holiday",1.018635
"2021-03-22","Weekday",1.07229221
"2021-03-23","Weekday",1.13717219
"2021-03-24","Weekday",1.0561579568362436
"2021-03-25","Weekday",1.237412653026793
"2021-03-26","Weekday",0.46464554617569503
"2021-03-27","Weekend / Holiday",0.960638
"2021-03-28","Weekend / Holiday",0.7565193131135076
"2021-03-29","Weekday",0.98239306
"2021-03-30","Weekday",1.23376101
"2021-03-31","Weekday",1.22246036
"2021-04-01","Weekday",0.86573251
"2021-04-02","Weekend / Holiday",0.9073685
"2021-04-03","Weekend / Holiday",1.0241505
"2021-04-04","Weekend / Holiday",1.170128
"2021-04-05","Weekend / Holiday",1.1652195
"2021-04-06","Weekday",1.16185286
"2021-04-07","Weekday",1.26209641
"2021-04-08","Weekday",1.1942943068362435
"2021-04-09","Weekday",1.126492203672487
"2021-04-10","Weekend / Holiday",1.462839
"2021-04-11","Weekend / Holiday",0.9190365863959673
"2021-04-12","Weekday",0.7852481790592648
"2021-04-13","Weekday",1.22667631
"2021-04-14","Weekday",1.18935946
"2021-04-15","Weekday",0.9172385095859069
"2021-04-16","Weekday",1.091097067021962
"2021-04-17","Weekend / Holiday",1.1376425
"2021-04-18","Weekend / Holiday",1.1937357550214491
"2021-04-19","Weekday",1.2644572023009117
"2021-04-20","Weekday",0.9224177
"2021-04-21","Weekday",0.735483697579237
"2021-04-22","Weekday",1.02174714
"2021-04-23","Weekday",1.51717426
"2021-04-24","Weekend / Holiday",1.4479645
"2021-04-25","Weekend / Holiday",1.1608968515300744
"2021-04-26","Weekday",0.94271351
"2021-04-27","Weekday",0.9387187947321907
"2021-04-28","Weekday",0.9327670600649951
"2021-04-29","Weekday",0.7869187678537043
"2021-04-30","Weekday",1.22330219
"2021-05-01","Weekend / Holiday",1.231575
"2021-05-02","Weekend / Holiday",1.458463
"2021-05-03","Weekday",1.063633698215301
"2021-05-04","Weekday",1.0020206661801616
"2021-05-05","Weekday",1.2529324368362436
"2021-05-06","Weekday",1.30353054
"2021-05-07","Weekday",1.18788209
"2021-05-08","Weekend / Holiday",1.3360485
"2021-05-09","Weekend / Holiday",1.260515
"2021-05-10","Weekday",1.38960605
"2021-05-11","Weekday",1.29430994
"2021-05-12","Weekday",1.53066666
"2021-05-13","Weekday",1.48214715
"2021-05-14","Weekday",1.57395744
"2021-05-15","Weekend / Holiday",1.6424735
"2021-05-16","Weekend / Holiday",1.5920575
"2021-05-17","Weekday",1.5957714
"2021-05-18","Weekday",1.59762669
"2021-05-19","Weekday",1.60010041
"2021-05-20","Weekday",1.6019557
"2021-05-21","Weekday",1.60381099
"2021-05-22","Weekend / Holiday",1.6580615
"2021-05-23","Weekend / Holiday",1.66001
"2021-05-24","Weekend / Holiday",1.518579
"2021-05-25","Weekday",1.61123215
"2021-05-26","Weekday",1.3949467446018236
"2021-05-27","Weekday",1.53280256
"2021-05-28","Weekday",0.7724009941385772
"2021-05-29","Weekend / Holiday",1.4413845
"2021-05-30","Weekend / Holiday",1.5487115
"2021-05-31","Weekday",1.6205086
"2021-06-01","Weekday",1.62174546
"2021-06-02","Weekday",1.3178700699431891
"2021-06-03","Weekday",1.369215057579237
"2021-06-04","Weekday",1.62545604
"2021-06-05","Weekend / Holiday",1.679495
"2021-06-06","Weekend / Holiday",1.680794
"2021-06-07","Weekday",1.62854819
"2021-06-08","Weekday",1.3412120345768666
"2021-06-09","Weekday",1.62978505
"2021-06-10","Weekday",1.63102191
"2021-06-11","Weekday",1.6328772
"2021-06-12","Weekend / Holiday",1.68599
"2021-06-13","Weekend / Holiday",1.687289
"2021-06-14","Weekday",1.3069030169027354
"2021-06-15","Weekday",1.63411406
"2021-06-16","Weekday",1.63473249
"2021-06-17","Weekday",1.63473249
"2021-06-18","Weekday",1.1587587555593486
"2021-06-19","Weekend / Holiday",1.6879385
"2021-06-20","Weekend / Holiday",1.6879385
"2021-06-21","Weekday",1.3461594745768666
"2021-06-22","Weekday",1.61674149
"2021-06-23","Weekday",1.63596935
"2021-06-24","Weekday",1.63473249
"2021-06-25","Weekday",1.1557445687577206
"2021-06-26","Weekend / Holiday",1.4743396146096497
"2021-06-27","Weekend / Holiday",1.687289
"2021-06-28","Weekday",1.63411406
"2021-06-29","Weekday",1.1485964338686163
"2021-06-30","Weekday",1.63164034
"2021-07-01","Weekend / Holiday",1.6840415
"2021-07-02","Weekday",1.116125366083069
"2021-07-03","Weekend / Holiday",1.6827425
"2021-07-04","Weekend / Holiday",1.6814435
"2021-07-05","Weekday",1.62792976
"2021-07-06","Weekday",1.6266929
"2021-07-07","Weekday",1.3081845542332824
"2021-07-08","Weekday",0.9595876232433241
"2021-07-09","Weekday",1.4216417096220064
"2021-07-10","Weekend / Holiday",1.674299
"2021-07-11","Weekend / Holiday",1.5483796260212772
"2021-07-12","Weekday",1.61927174
"2021-07-13","Weekday",1.424055390085652
"2021-07-14","Weekday",1.61617959
"2021-07-15","Weekday",1.0768197582219792
"2021-07-16","Weekday",1.61246901
"2021-07-17","Weekend / Holiday",1.456739328965713
"2021-07-18","Weekend / Holiday",1.661309
"2021-07-19","Weekday",1.661309
"2021-07-20","Weekday",NULL
"2021-07-21","Weekday",1.6019557
"2021-07-22","Weekday",1.6019557
"2021-07-23","Weekday",1.60010041
"2021-07-24","Weekend / Holiday",1.1812468405485694
"2021-07-25","Weekend / Holiday",1.64702
"2021-07-26","Weekday",1.59391611
"2021-07-27","Weekday",1.2490041762702822
"2021-07-28","Weekday",1.5895871
"2021-07-29","Weekday",1.099954386430602
"2021-07-30","Weekday",1.58525809
"2021-07-31","Weekend / Holiday",1.63403
"2021-08-01","Weekend / Holiday",1.5824118775107245
"2021-08-02","Weekend / Holiday",1.628834
"2021-08-03","Weekday",1.57536321
"2021-08-04","Weekday",1.57227106
"2021-08-05","Weekday",1.56979734
"2021-08-06","Weekday",1.56794205
"2021-08-07","Weekend / Holiday",1.4820765947102856
"2021-08-08","Weekend / Holiday",1.6125965
"2021-08-09","Weekday",1.56052089
"2021-08-10","Weekday",1.4991281868362434
"2021-08-11","Weekday",1.406935620882376
"2021-08-12","Weekday",1.4434109523009118
"2021-08-13","Weekday",1.4923254568362434
"2021-08-14","Weekend / Holiday",1.59506
"2021-08-15","Weekend / Holiday",1.5931115
"2021-08-16","Weekday",1.54134956
"2021-08-17","Weekday",1.53887584
"2021-08-18","Weekday",1.4348041698110032
"2021-08-19","Weekday",1.5339284
"2021-08-20","Weekday",1.53083625
"2021-08-21","Weekend / Holiday",1.575575
"2021-08-22","Weekend / Holiday",1.5723275
"2021-08-23","Weekday",1.5215598
"2021-08-24","Weekday",1.51970451
"2021-08-25","Weekday",1.51661236
"2021-08-26","Weekday",1.396919103672487
"2021-08-27","Weekday",1.51104649
"2021-08-28","Weekend / Holiday",1.458049755021449
"2021-08-29","Weekend / Holiday",1.4677631242548412
"2021-08-30","Weekday",1.419320607021962
"2021-08-31","Weekday",1.49867789
"2021-09-01","Weekday",1.49558574
"2021-09-02","Weekday",1.49249359
"2021-09-03","Weekday",1.4906383
"2021-09-04","Weekend / Holiday",1.3882456325321737
"2021-09-05","Weekend / Holiday",1.453629330546863
"2021-09-06","Weekend / Holiday",1.2802197520425544
"2021-09-07","Weekday",0.8357267551986783
"2021-09-08","Weekday",0.960281006083069
"2021-09-09","Weekday",1.4720854
"2021-09-10","Weekday",1.46899325
"2021-09-11","Weekend / Holiday",1.510625
"2021-09-12","Weekend / Holiday",1.3108951026204891
"2021-09-13","Weekday",1.46095366
"2021-09-14","Weekday",0.9653754571831569
"2021-09-15","Weekday",1.4535325
"2021-09-16","Weekday",1.45044035
"2021-09-17","Weekday",1.4473482
"2021-09-18","Weekend / Holiday",1.4878925
"2021-09-19","Weekend / Holiday",1.485944
"2021-09-20","Weekday",1.43930861
"2021-09-21","Weekday",1.1506032460535862
"2021-09-22","Weekday",0.6177645309367913
"2021-09-23","Weekday",1.1812747926646685
"2021-09-24","Weekday",1.34294455
"2021-09-25","Weekend / Holiday",1.3326915947102858
"2021-09-26","Weekend / Holiday",1.2697290100428982
"2021-09-27","Weekday",1.3085932123009119
"2021-09-28","Weekday",1.34856695
"2021-09-29","Weekday",1.4102424
"2021-09-30","Weekday",1.37116825
"2021-10-01","Weekday",1.3320941
"2021-10-02","Weekend / Holiday",1.4437265
"2021-10-03","Weekend / Holiday",0.9554188902835924
"2021-10-04","Weekday",0.9463815917647519
"2021-10-05","Weekday",1.3197255
"2021-10-06","Weekday",1.31663335
"2021-10-07","Weekday",1.35435826
"2021-10-08","Weekday",1.36565891
"2021-10-09","Weekend / Holiday",1.23550515706614
"2021-10-10","Weekend / Holiday",1.1610283727645234
"2021-10-11","Weekend / Holiday",1.414499
"2021-10-12","Weekday",1.37128131
"2021-10-13","Weekday",1.36818916
"2021-10-14","Weekday",1.241422860532943
"2021-10-15","Weekday",0.8105531718829571
"2021-10-16","Weekend / Holiday",1.0818736325321736
"2021-10-17","Weekend / Holiday",1.2284655
"2021-10-18","Weekday",1.14763101
"2021-10-19","Weekday",1.34963626
"2021-10-20","Weekday",1.2168979868362435
"2021-10-21","Weekday",1.013736051273894
"2021-10-22","Weekday",0.98835464
"2021-10-23","Weekend / Holiday",0.9765345
"2021-10-24","Weekend / Holiday",0.8688180241380941
"2021-10-25","Weekday",0.45959886858889715
"2021-10-26","Weekday",0.5954058515988285
"2021-10-27","Weekday",1.13604975
"2021-10-28","Weekday",1.00106106
"2021-10-29","Weekday",0.5560225315261914
"2021-10-30","Weekend / Holiday",0.6131839690814473
"2021-10-31","Weekend / Holiday",1.20256
"2021-11-01","Weekday",1.00370369
"2021-11-02","Weekday",0.96103134
"2021-11-03","Weekday",0.88001565
"2021-11-04","Weekday",0.8805217
"2021-11-05","Weekday",0.95063041
"2021-11-06","Weekend / Holiday",0.998085
"2021-11-07","Weekend / Holiday",1.113749
"2021-11-08","Weekday",1.14470845
"2021-11-09","Weekday",0.9295381268482511
"2021-11-10","Weekday",1.00179255
"2021-11-11","Weekday",0.9812169068362435
"2021-11-12","Weekday",0.8358678500856521
"2021-11-13","Weekend / Holiday",0.8324415
"2021-11-14","Weekend / Holiday",0.4135948338004232
"2021-11-15","Weekday",0.7137344815773969
"2021-11-16","Weekday",0.82205146
"2021-11-17","Weekday",1.0331084
"2021-11-18","Weekday",0.9873453568362435
"2021-11-19","Weekday",0.80147436
"2021-11-20","Weekend / Holiday",0.750956
"2021-11-21","Weekend / Holiday",0.6319761688242962
"2021-11-22","Weekday",0.72332606
"2021-11-23","Weekday",0.72085234
"2021-11-24","Weekday",0.81974665
"2021-11-25","Weekday",0.3807189564584762
"2021-11-26","Weekday",0.7087085
"2021-11-27","Weekend / Holiday",0.5334165
"2021-11-28","Weekend / Holiday",0.24002938755362271
"2021-11-29","Weekday",0.57062766
"2021-11-30","Weekday",0.5321766233171463
"2021-12-01","Weekday",0.72945451
"2021-12-02","Weekday",0.8026555023009118
"2021-12-03","Weekday",0.61903479
"2021-12-04","Weekend / Holiday",0.705885
"2021-12-05","Weekend / Holiday",0.25052722028829016
"2021-12-06","Weekday",0.6576482731547938
"2021-12-07","Weekday",0.50614135
"2021-12-08","Weekday",0.35604294053294283
"2021-12-09","Weekday",0.48186806
"2021-12-10","Weekday",0.7765124
"2021-12-11","Weekend / Holiday",0.5710606701054003
"2021-12-12","Weekend / Holiday",0.7219095
"2021-12-13","Weekday",0.84662111
"2021-12-14","Weekday",0.71225085
"2021-12-15","Weekday",0.7587975298110032
"2021-12-16","Weekday",0.95928979
"2021-12-17","Weekday",0.74339779
"2021-12-18","Weekend / Holiday",0.294125491640589
"2021-12-19","Weekend / Holiday",0.363876
"2021-12-20","Weekday",0.65344279
"2021-12-21","Weekday",0.68880636
"2021-12-22","Weekday",0.68942479
"2021-12-23","Weekday",0.3483875005087304
"2021-12-24","Weekday",0.65704099
"2021-12-25","Weekend / Holiday",0.518415491640589
"2021-12-26","Weekend / Holiday",0.6214395
"2021-12-27","Weekend / Holiday",0.4523821096552376
"2021-12-28","Weekend / Holiday",0.6118035
"2021-12-29","Weekday",0.63432731
"2021-12-30","Weekday",0.64933854
"2021-12-31","Weekend / Holiday",0.702169
"2022-01-01","Weekend / Holiday",0.5340312193104753
"2022-01-02","Weekend / Holiday",0.33423437751072455
"2022-01-03","Weekday",0.40055669
"2022-01-04","Weekday",0.63927475
"2022-01-05","Weekday",0.69448461
"2022-01-06","Weekday",0.4912425
"2022-01-07","Weekday",0.36654236
"2022-01-08","Weekend / Holiday",0.5004208775107245
"2022-01-09","Weekend / Holiday",0.6398065
"2022-01-10","Weekday",0.32285791
"2022-01-11","Weekday",0.4974268
"2022-01-12","Weekday",0.61380606
"2022-01-13","Weekday",0.58091621
"2022-01-14","Weekday",0.53115984
"2022-01-15","Weekend / Holiday",0.009303
"2022-01-16","Weekend / Holiday",0.321439524138094
"2022-01-17","Weekday",-0.026804857272640113
"2022-01-18","Weekday",0.5054678468362435
"2022-01-19","Weekday",0.70595349
"2022-01-20","Weekday",0.28620095
"2022-01-21","Weekday",0.2461147
"2022-01-22","Weekend / Holiday",0.3586375
"2022-01-23","Weekend / Holiday",0.3653135
"2022-01-24","Weekday",0.33606453981100326
"2022-01-25","Weekday",0.36929669
"2022-01-26","Weekday",0.28901181
"2022-01-27","Weekday",0.46841576
"2022-01-28","Weekday",0.45947645
"2022-01-29","Weekend / Holiday",0.113883
"2022-01-30","Weekend / Holiday",0.3332645
"2022-01-31","Weekday",0.54965621
"2022-02-01","Weekday",0.71466736
"2022-02-02","Weekday",0.32339916924401296
"2022-02-03","Weekday",0.3877516
"2022-02-04","Weekday",0.2146313968362435
"2022-02-05","Weekend / Holiday",0.27202
"2022-02-06","Weekend / Holiday",0.547844
"2022-02-07","Weekday",0.67615511
"2022-02-08","Weekday",0.60008686
"2022-02-09","Weekday",0.73991061
"2022-02-10","Weekday",0.6913911
"2022-02-11","Weekday",0.5279398675549046
"2022-02-12","Weekend / Holiday",0.6032973775107245
"2022-02-13","Weekend / Holiday",0.1846465
"2022-02-14","Weekday",0.31391724
"2022-02-15","Weekday",0.52570499
"2022-02-16","Weekday",0.86702794
"2022-02-17","Weekday",0.15278582610638242
"2022-02-18","Weekday",0.41181384
"2022-02-19","Weekend / Holiday",0.550112
"2022-02-20","Weekend / Holiday",0.7817275
"2022-02-21","Weekend / Holiday",0.768663
"2022-02-22","Weekday",0.47446001246821135
"2022-02-23","Weekday",0.94562576
"2022-02-24","Weekday",0.49050965
"2022-02-25","Weekday",0.37586813981100325
"2022-02-26","Weekend / Holiday",0.5361425
"2022-02-27","Weekend / Holiday",0.640041
"2022-02-28","Weekday",0.56764585
"2022-03-01","Weekday",0.83464346
"2022-03-02","Weekday",0.7314215968362435
"2022-03-03","Weekday",0.5301457
"2022-03-04","Weekday",0.73473705
"2022-03-05","Weekend / Holiday",0.720696
"2022-03-06","Weekend / Holiday",1.0941287383942768
"2022-03-07","Weekday",0.5552495
"2022-03-08","Weekday",0.79028405
"2022-03-09","Weekday",0.8149654
"2022-03-10","Weekday",0.81086115
"2022-03-11","Weekday",0.46961260757923706
"2022-03-12","Weekend / Holiday",0.5476845
"2022-03-13","Weekend / Holiday",0.678649
"2022-03-14","Weekday",0.85201535
"2022-03-15","Weekday",0.4163090287382517
"2022-03-16","Weekday",0.76104825
"2022-03-17","Weekday",1.0663892
"2022-03-18","Weekday",1.15943635
"2022-03-19","Weekend / Holiday",0.6550225545902232
"2022-03-20","Weekend / Holiday",1.1060231096552375
"2022-03-21","Weekday",1.2154894
"2022-03-22","Weekday",0.87315435
"2022-03-23","Weekday",0.2731111086528294
"2022-03-24","Weekday",1.01370891
"2022-03-25","Weekday",0.94843526
"2022-03-26","Weekend / Holiday",0.8655425
"2022-03-27","Weekend / Holiday",0.6295863775107245
"2022-03-28","Weekday",0.57866385
"2022-03-29","Weekday",0.81327766
"2022-03-30","Weekday",0.7309547500856521
"2022-03-31","Weekday",1.1112253270219619
"2022-04-01","Weekday",0.7958999298110032
"2022-04-02","Weekend / Holiday",0.913576
"2022-04-03","Weekend / Holiday",1.0024615
"2022-04-04","Weekday",1.02613336
"2022-04-05","Weekday",1.00320931
"2022-04-06","Weekday",0.8081087199431892
"2022-04-07","Weekday",0.999980166185976
"2022-04-08","Weekday",0.9836012670219619
"2022-04-09","Weekend / Holiday",0.979388830546863
"2022-04-10","Weekend / Holiday",1.0023251737844125
"2022-04-11","Weekday",1.0252615170219619
"2022-04-12","Weekday",1.3159005
"2022-04-13","Weekday",0.981848357579237
"2022-04-14","Weekday",1.2337617868362434
"2022-04-15","Weekend / Holiday",1.1426043515300743
"2022-04-16","Weekend / Holiday",1.1190839257650371
"2022-04-17","Weekend / Holiday",1.0955635
"2022-04-18","Weekend / Holiday",0.6105848780638317
"2022-04-19","Weekday",0.8712865531547939
"2022-04-20","Weekday",1.14088141
"2022-04-21","Weekday",1.1066471727518277
"2022-04-22","Weekday",1.18664591
"2022-04-23","Weekend / Holiday",1.134789
"2022-04-24","Weekend / Holiday",1.2889225
"2022-04-25","Weekday",0.9541842323603231
"2022-04-26","Weekday",1.0616643840439237
"2022-04-27","Weekday",1.024558
"2022-04-28","Weekday",1.22431429
"2022-04-29","Weekday",1.21301364
"2022-04-30","Weekend / Holiday",1.268458
"2022-05-01","Weekend / Holiday",1.058090862131989
"2022-05-02","Weekday",1.2492204
"2022-05-03","Weekday",0.843421045813815
"2022-05-04","Weekday",1.2001333186678644
"2022-05-05","Weekday",1.28964379
"2022-05-06","Weekday",1.32090311
"2022-05-07","Weekend / Holiday",1.296099
"2022-05-08","Weekend / Holiday",1.3632955
"2022-05-09","Weekday",1.4764689
"2022-05-10","Weekday",1.47472599
"2022-05-11","Weekday",1.48861274
"2022-05-12","Weekday",1.58463966
"2022-05-13","Weekday",1.58649495
"2022-05-14","Weekend / Holiday",1.639226
"2022-05-15","Weekend / Holiday",1.641824
"2022-05-16","Weekday",1.3011764841812175
"2022-05-17","Weekday",1.50457954
"2022-05-18","Weekday",1.31275046
"2022-05-19","Weekday",1.2737780492184276
"2022-05-20","Weekday",1.6019557
"2022-05-21","Weekend / Holiday",1.4531146685232652
"2022-05-22","Weekend / Holiday",1.561320255021449
"2022-05-23","Weekend / Holiday",1.658711
"2022-05-24","Weekday",1.46544886
"2022-05-25","Weekday",1.61123215
"2022-05-26","Weekday",1.571244293510981
"2022-05-27","Weekday",1.4111283996220065
"2022-05-28","Weekend / Holiday",1.667804
"2022-05-29","Weekend / Holiday",1.6697525
"2022-05-30","Weekday",1.61865331
"2022-05-31","Weekday",1.6205086
"2022-06-01","Weekday",1.3577784786678644
"2022-06-02","Weekday",1.62360075
"2022-06-03","Weekday",1.531419481577397
"2022-06-04","Weekend / Holiday",1.678196
"2022-06-05","Weekend / Holiday",1.6311243775107245
"2022-06-06","Weekday",1.1553089323719519
"2022-06-07","Weekday",1.0283072576110135
"2022-06-08","Weekday",1.440869666185976
"2022-06-09","Weekday",1.268039630928521
"2022-06-10","Weekday",1.63102191
"2022-06-11","Weekend / Holiday",1.684691
"2022-06-12","Weekend / Holiday",1.5725508349819164
"2022-06-13","Weekday",1.6328772
"2022-06-14","Weekday",1.63349563
"2022-06-15","Weekday",1.63411406
"2022-06-16","Weekday",1.63473249
"2022-06-17","Weekday",1.661335495
"2022-06-18","Weekend / Holiday",1.6879385
"2022-06-19","Weekend / Holiday",1.6879385
"2022-06-20","Weekday",1.63473249
"2022-06-21","Weekday",1.63473249
"2022-06-22","Weekday",1.63473249
"2022-06-23","Weekday",1.63596935
"2022-06-24","Weekday",1.63473249
"2022-06-25","Weekend / Holiday",1.6879385
"2022-06-26","Weekend / Holiday",1.6395678775107245
"2022-06-27","Weekday",1.63411406
"2022-06-28","Weekday",1.63411406
"2022-06-29","Weekday",1.4395161400856522
"2022-06-30","Weekday",1.63164034
"2022-07-01","Weekend / Holiday",1.5200087383942769
"2022-07-02","Weekend / Holiday",1.6840415
"2022-07-03","Weekend / Holiday",1.6827425
"2022-07-04","Weekday",1.62978505
"2022-07-05","Weekday",1.287982039059265
"2022-07-06","Weekday",1.6266929
"2022-07-07","Weekday",1.6266929
"2022-07-08","Weekday",1.62483761
"2022-07-09","Weekend / Holiday",1.6762475
"2022-07-10","Weekend / Holiday",1.674299
"2022-07-11","Weekday",1.3849274935430607
"2022-07-12","Weekday",1.536822307021962
"2022-07-13","Weekday",1.61741645
"2022-07-14","Weekday",1.61617959
"2022-07-15","Weekday",1.6143243
"2022-07-16","Weekend / Holiday",1.665206
"2022-07-17","Weekend / Holiday",1.6645565
"2022-07-18","Weekday",0.9555732038054707
"2022-07-19","Weekday",1.60814
"2022-07-20","Weekday",1.60628471
"2022-07-21","Weekday",1.604120205
"2022-07-22","Weekday",1.6019557
"2022-07-23","Weekend / Holiday",1.6515665
"2022-07-24","Weekend / Holiday",1.2620035200857964
"2022-07-25","Weekday",1.5957714
"2022-07-26","Weekday",1.59391611
"2022-07-27","Weekday",1.59144239
"2022-07-28","Weekday",1.5312865468362435
"2022-07-29","Weekday",1.58773181
"2022-07-30","Weekend / Holiday",1.6359785
"2022-07-31","Weekend / Holiday",1.63403
"2022-08-01","Weekend / Holiday",1.4240315859889627
"2022-08-02","Weekday",1.57845536
"2022-08-03","Weekday",1.5176810868362436
"2022-08-04","Weekday",1.0828771571831568
"2022-08-05","Weekday",1.5710342
"2022-08-06","Weekend / Holiday",1.6177925
"2022-08-07","Weekend / Holiday",1.615844
"2022-08-08","Weekday",1.4463935036724869
"2022-08-09","Weekday",1.56052089
"2022-08-10","Weekday",1.5586656
"2022-08-11","Weekday",1.55557345
"2022-08-12","Weekday",1.55371816
"2022-08-13","Weekend / Holiday",1.5996065
"2022-08-14","Weekend / Holiday",1.5970085
"2022-08-15","Weekday",1.54506014
"2022-08-16","Weekday",1.54196799
"2022-08-17","Weekday",1.53887584
"2022-08-18","Weekday",1.53702055
"2022-08-19","Weekday",1.5339284
"2022-08-20","Weekend / Holiday",1.4603391563604824
